Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
VOC,Alpha,B.1.1.7,0.001,2020-04-05
VOC,Alpha,B.1.1.7,0.001,2020-04-19
VOC,Alpha,B.1.1.7,0.004,2020-05-10
VOC,Alpha,B.1.1.7,0.006,2020-05-17
VOC,Alpha,B.1.1.7,0.001,2020-11-08
VOC,Alpha,B.1.1.7,0.003,2020-11-29
VOC,Alpha,B.1.1.7,0.004,2020-12-13
VOC,Alpha,B.1.1.7,0.007,2020-12-20
VOC,Alpha,B.1.1.7,0.014,2020-12-27
VOC,Alpha,B.1.1.7,0.017,2021-01-03
VOC,Alpha,B.1.1.7,0.03,2021-01-10
VOC,Alpha,B.1.1.7,0.063,2021-01-17
VOC,Alpha,B.1.1.7,0.089,2021-01-24
VOC,Alpha,B.1.1.7,0.171,2021-01-31
VOC,Alpha,B.1.1.7,0.27,2021-02-07
VOC,Alpha,B.1.1.7,0.31,2021-02-14
VOC,Alpha,B.1.1.7,0.359,2021-02-21
VOC,Alpha,B.1.1.7,0.426,2021-02-28
VOC,Alpha,B.1.1.7,0.389,2021-03-07
VOC,Alpha,B.1.1.7,0.432,2021-03-14
VOC,Alpha,B.1.1.7,0.419,2021-03-21
VOC,Alpha,B.1.1.7,0.35,2021-03-28
VOC,Alpha,B.1.1.7,0.316,2021-04-04
VOC,Alpha,B.1.1.7,0.444,2021-04-11
VOC,Alpha,B.1.1.7,0.529,2021-04-18
VOC,Alpha,B.1.1.7,0.506,2021-04-25
VOC,Alpha,B.1.1.7,0.562,2021-05-02
VOC,Alpha,B.1.1.7,0.558,2021-05-09
VOC,Alpha,B.1.1.7,0.536,2021-05-16
VOC,Alpha,B.1.1.7,0.535,2021-05-23
VOC,Alpha,B.1.1.7,0.54,2021-05-30
VOC,Alpha,B.1.1.7,0.501,2021-06-06
VOC,Alpha,B.1.1.7,0.408,2021-06-13
VOC,Alpha,B.1.1.7,0.415,2021-06-20
VOC,Alpha,B.1.1.7,0.24,2021-06-27
VOC,Alpha,B.1.1.7,0.232,2021-07-04
VOC,Alpha,B.1.1.7,0.104,2021-07-11
VOC,Alpha,B.1.1.7,0.056,2021-07-18
VOC,Alpha,B.1.1.7,0.037,2021-07-25
VOC,Alpha,B.1.1.7,0.021,2021-08-01
VOC,Alpha,B.1.1.7,0.016,2021-08-08
VOC,Alpha,B.1.1.7,0.008,2021-08-15
VOC,Alpha,B.1.1.7,0.004,2021-08-22
VOC,Alpha,B.1.1.7,0.004,2021-08-29
VOC,Alpha,B.1.1.7,0.003,2021-09-05
VOC,Alpha,B.1.1.7,0.002,2021-09-12
VOC,Alpha,B.1.1.7,0.002,2021-09-19
VOC,Alpha,Q.1,0,2021-02-07
VOC,Alpha,Q.1,0.001,2021-02-28
VOC,Alpha,Q.1,0.001,2021-03-07
VOC,Alpha,Q.1,0.001,2021-03-14
VOC,Alpha,Q.1,0.001,2021-03-21
VOC,Alpha,Q.1,0,2021-03-28
VOC,Alpha,Q.1,0.002,2021-04-04
VOC,Alpha,Q.1,0.001,2021-04-11
VOC,Alpha,Q.1,0.001,2021-04-18
VOC,Alpha,Q.1,0,2021-04-25
VOC,Alpha,Q.1,0.002,2021-05-02
VOC,Alpha,Q.1,0.002,2021-05-09
VOC,Alpha,Q.1,0.001,2021-05-16
VOC,Alpha,Q.1,0.006,2021-05-23
VOC,Alpha,Q.1,0.008,2021-05-30
VOC,Alpha,Q.1,0.006,2021-06-06
VOC,Alpha,Q.1,0.008,2021-06-13
VOC,Alpha,Q.1,0.006,2021-06-20
VOC,Alpha,Q.1,0.011,2021-06-27
VOC,Alpha,Q.1,0.008,2021-07-04
VOC,Alpha,Q.1,0.003,2021-07-11
VOC,Alpha,Q.1,0.001,2021-07-18
VOC,Alpha,Q.1,0,2021-08-01
VOC,Alpha,Q.1,0,2021-08-08
VOC,Alpha,Q.2,0,2021-04-04
VOC,Alpha,Q.2,0,2021-04-11
VOC,Alpha,Q.2,0,2021-04-18
VOC,Alpha,Q.3,0,2021-03-14
VOC,Alpha,Q.3,0,2021-04-18
VOC,Alpha,Q.3,0,2021-05-02
VOC,Alpha,Q.3,0,2021-05-09
VOC,Alpha,Q.3,0.001,2021-05-16
VOC,Alpha,Q.3,0.001,2021-05-23
VOC,Alpha,Q.4,0.001,2021-01-10
VOC,Alpha,Q.4,0,2021-03-07
VOC,Alpha,Q.4,0,2021-03-14
VOC,Alpha,Q.4,0,2021-03-21
VOC,Alpha,Q.8,0.001,2021-01-03
VOC,Alpha,Q.8,0.001,2021-01-24
VOC,Alpha,Q.8,0.001,2021-01-31
VOC,Alpha,Q.8,0.001,2021-02-07
VOC,Alpha,Q.8,0.002,2021-02-14
VOC,Alpha,Q.8,0.006,2021-02-21
VOC,Alpha,Q.8,0.009,2021-02-28
VOC,Alpha,Q.8,0.012,2021-03-07
VOC,Alpha,Q.8,0.024,2021-03-14
VOC,Alpha,Q.8,0.02,2021-03-21
VOC,Alpha,Q.8,0.022,2021-03-28
VOC,Alpha,Q.8,0.014,2021-04-04
VOC,Alpha,Q.8,0.014,2021-04-11
VOC,Alpha,Q.8,0.02,2021-04-18
VOC,Alpha,Q.8,0.013,2021-04-25
VOC,Alpha,Q.8,0.008,2021-05-02
VOC,Alpha,Q.8,0.016,2021-05-09
VOC,Alpha,Q.8,0.012,2021-05-16
VOC,Alpha,Q.8,0.014,2021-05-23
VOC,Alpha,Q.8,0.015,2021-05-30
VOC,Alpha,Q.8,0.009,2021-06-06
VOC,Alpha,Q.8,0.003,2021-06-13
VOC,Alpha,Q.8,0.003,2021-06-20
VOC,Alpha,Q.8,0.003,2021-06-27
VOC,Alpha,Q.8,0.021,2021-07-04
VOC,Alpha,Q.8,0.001,2021-07-11
VOC,Alpha,Q.8,0.001,2021-07-25
VOC,Alpha,Q.8,0,2021-08-01
VOC,Alpha,Q.8,0,2021-08-08
VOC,Alpha,Q.8,0,2021-08-15
VOC,Alpha,Q.8,0,2021-08-29
VOC,Alpha,Q.8,0.002,2021-09-19
VOC,Beta,B.1.351,0.001,2020-12-13
VOC,Beta,B.1.351,0.006,2020-12-20
VOC,Beta,B.1.351,0.003,2020-12-27
VOC,Beta,B.1.351,0.007,2021-01-03
VOC,Beta,B.1.351,0.009,2021-01-10
VOC,Beta,B.1.351,0.006,2021-01-17
VOC,Beta,B.1.351,0.005,2021-01-24
VOC,Beta,B.1.351,0.008,2021-01-31
VOC,Beta,B.1.351,0.016,2021-02-07
VOC,Beta,B.1.351,0.01,2021-02-14
VOC,Beta,B.1.351,0.016,2021-02-21
VOC,Beta,B.1.351,0.007,2021-02-28
VOC,Beta,B.1.351,0.009,2021-03-07
VOC,Beta,B.1.351,0.015,2021-03-14
VOC,Beta,B.1.351,0.019,2021-03-21
VOC,Beta,B.1.351,0.02,2021-03-28
VOC,Beta,B.1.351,0.027,2021-04-04
VOC,Beta,B.1.351,0.013,2021-04-11
VOC,Beta,B.1.351,0.01,2021-04-18
VOC,Beta,B.1.351,0.015,2021-04-25
VOC,Beta,B.1.351,0.01,2021-05-02
VOC,Beta,B.1.351,0.009,2021-05-09
VOC,Beta,B.1.351,0.011,2021-05-16
VOC,Beta,B.1.351,0.005,2021-05-23
VOC,Beta,B.1.351,0.011,2021-05-30
VOC,Beta,B.1.351,0.006,2021-06-06
VOC,Beta,B.1.351,0.004,2021-06-13
VOC,Beta,B.1.351,0.005,2021-06-20
VOC,Beta,B.1.351,0.008,2021-06-27
VOC,Beta,B.1.351,0.004,2021-07-04
VOC,Beta,B.1.351,0.002,2021-07-11
VOC,Beta,B.1.351,0.002,2021-07-18
VOC,Beta,B.1.351,0.001,2021-07-25
VOC,Beta,B.1.351,0,2021-08-08
VOC,Beta,B.1.351.2,0.002,2021-02-07
VOC,Beta,B.1.351.2,0.001,2021-02-14
VOC,Beta,B.1.351.2,0.001,2021-02-21
VOC,Beta,B.1.351.2,0,2021-03-14
VOC,Beta,B.1.351.2,0,2021-03-28
VOC,Beta,B.1.351.2,0,2021-04-04
VOC,Beta,B.1.351.2,0,2021-04-11
VOC,Beta,B.1.351.2,0,2021-04-18
VOC,Beta,B.1.351.3,0.001,2021-02-28
VOC,Beta,B.1.351.3,0,2021-03-21
VOC,Beta,B.1.351.3,0.001,2021-03-28
VOC,Beta,B.1.351.3,0.003,2021-04-04
VOC,Beta,B.1.351.3,0.003,2021-04-11
VOC,Beta,B.1.351.3,0.002,2021-04-18
VOC,Beta,B.1.351.3,0.001,2021-04-25
VOC,Beta,B.1.351.3,0,2021-05-02
VOC,Beta,B.1.351.3,0.001,2021-05-09
VOC,Beta,B.1.351.3,0,2021-05-16
VOC,Beta,B.1.351.3,0,2021-05-30
VOC,Beta,B.1.351.3,0.003,2021-06-20
VOC,Beta,B.1.351.3,0.001,2021-07-18
VOC,Delta,AY.25,0.001,2021-01-03
VOC,Delta,AY.25,0.001,2021-03-28
VOC,Delta,AY.25,0,2021-05-16
VOC,Delta,AY.25,0.001,2021-05-23
VOC,Delta,AY.25,0.002,2021-05-30
VOC,Delta,AY.25,0.001,2021-06-06
VOC,Delta,AY.25,0.003,2021-06-13
VOC,Delta,AY.25,0.002,2021-06-20
VOC,Delta,AY.25,0.011,2021-06-27
VOC,Delta,AY.25,0.036,2021-07-04
VOC,Delta,AY.25,0.062,2021-07-11
VOC,Delta,AY.25,0.211,2021-07-18
VOC,Delta,AY.25,0.372,2021-07-25
VOC,Delta,AY.25,0.417,2021-08-01
VOC,Delta,AY.25,0.436,2021-08-08
VOC,Delta,AY.25,0.438,2021-08-15
VOC,Delta,AY.25,0.441,2021-08-22
VOC,Delta,AY.25,0.447,2021-08-29
VOC,Delta,AY.25,0.455,2021-09-05
VOC,Delta,AY.25,0.451,2021-09-12
VOC,Delta,AY.25,0.42,2021-09-19
VOC,Delta,AY.25,0.354,2021-09-26
VOC,Delta,AY.27,0,2021-03-28
VOC,Delta,AY.27,0.001,2021-04-11
VOC,Delta,AY.27,0.001,2021-04-18
VOC,Delta,AY.27,0.001,2021-04-25
VOC,Delta,AY.27,0.001,2021-05-02
VOC,Delta,AY.27,0.004,2021-05-09
VOC,Delta,AY.27,0.003,2021-05-16
VOC,Delta,AY.27,0.003,2021-05-23
VOC,Delta,AY.27,0.001,2021-05-30
VOC,Delta,AY.27,0.026,2021-06-06
VOC,Delta,AY.27,0.048,2021-06-13
VOC,Delta,AY.27,0.039,2021-06-20
VOC,Delta,AY.27,0.038,2021-06-27
VOC,Delta,AY.27,0.024,2021-07-04
VOC,Delta,AY.27,0.053,2021-07-11
VOC,Delta,AY.27,0.149,2021-07-18
VOC,Delta,AY.27,0.174,2021-07-25
VOC,Delta,AY.27,0.156,2021-08-01
VOC,Delta,AY.27,0.208,2021-08-08
VOC,Delta,AY.27,0.244,2021-08-15
VOC,Delta,AY.27,0.289,2021-08-22
VOC,Delta,AY.27,0.304,2021-08-29
VOC,Delta,AY.27,0.303,2021-09-05
VOC,Delta,AY.27,0.243,2021-09-12
VOC,Delta,AY.27,0.252,2021-09-19
VOC,Delta,AY.27,0.2,2021-09-26
VOC,Delta,AY.37,0,2021-04-04
VOC,Delta,AY.37,0.002,2021-04-25
VOC,Delta,AY.37,0.003,2021-05-02
VOC,Delta,AY.37,0.005,2021-05-09
VOC,Delta,AY.37,0.009,2021-05-16
VOC,Delta,AY.37,0.011,2021-05-23
VOC,Delta,AY.37,0.035,2021-05-30
VOC,Delta,AY.37,0.067,2021-06-06
VOC,Delta,AY.37,0.121,2021-06-13
VOC,Delta,AY.37,0.165,2021-06-20
VOC,Delta,AY.37,0.289,2021-06-27
VOC,Delta,AY.37,0.217,2021-07-04
VOC,Delta,AY.37,0.253,2021-07-11
VOC,Delta,AY.37,0.156,2021-07-18
VOC,Delta,AY.37,0.077,2021-07-25
VOC,Delta,AY.37,0.062,2021-08-01
VOC,Delta,AY.37,0.062,2021-08-08
VOC,Delta,AY.37,0.044,2021-08-15
VOC,Delta,AY.37,0.005,2021-08-22
VOC,Delta,AY.37,0.001,2021-08-29
VOC,Delta,AY.37,0,2021-09-05
VOC,Delta,AY.37,0,2021-09-12
VOC,Delta,AY.37,0.002,2021-09-19
VOC,Delta,AY.37,0.002,2021-09-26
VOC,Delta,AY.4,0,2021-04-04
VOC,Delta,AY.4,0.001,2021-04-11
VOC,Delta,AY.4,0.003,2021-04-18
VOC,Delta,AY.4,0.003,2021-04-25
VOC,Delta,AY.4,0.002,2021-05-02
VOC,Delta,AY.4,0.002,2021-05-09
VOC,Delta,AY.4,0.005,2021-05-16
VOC,Delta,AY.4,0.008,2021-05-23
VOC,Delta,AY.4,0.013,2021-05-30
VOC,Delta,AY.4,0.019,2021-06-06
VOC,Delta,AY.4,0.024,2021-06-13
VOC,Delta,AY.4,0.015,2021-06-20
VOC,Delta,AY.4,0.03,2021-06-27
VOC,Delta,AY.4,0.034,2021-07-04
VOC,Delta,AY.4,0.054,2021-07-11
VOC,Delta,AY.4,0.055,2021-07-18
VOC,Delta,AY.4,0.047,2021-07-25
VOC,Delta,AY.4,0.044,2021-08-01
VOC,Delta,AY.4,0.027,2021-08-08
VOC,Delta,AY.4,0.022,2021-08-15
VOC,Delta,AY.4,0.01,2021-08-22
VOC,Delta,AY.4,0.011,2021-08-29
VOC,Delta,AY.4,0.01,2021-09-05
VOC,Delta,AY.4,0.017,2021-09-12
VOC,Delta,AY.4,0.012,2021-09-19
VOC,Delta,AY.4,0.02,2021-09-26
VOC,Delta,AY.9,0.001,2021-07-04
VOC,Delta,AY.9,0.002,2021-07-11
VOC,Delta,AY.9,0.008,2021-07-18
VOC,Delta,AY.9,0.004,2021-07-25
VOC,Delta,AY.9,0.008,2021-08-01
VOC,Delta,AY.9,0.01,2021-08-08
VOC,Delta,AY.9,0.012,2021-08-15
VOC,Delta,AY.9,0.011,2021-08-22
VOC,Delta,AY.9,0.01,2021-08-29
VOC,Delta,AY.9,0.01,2021-09-05
VOC,Delta,AY.9,0.009,2021-09-12
VOC,Delta,AY.9,0.011,2021-09-19
VOC,Delta,AY.9,0.04,2021-09-26
VOC,Delta,B.1.617.2,0.001,2021-01-24
VOC,Delta,B.1.617.2,0.001,2021-03-21
VOC,Delta,B.1.617.2,0.001,2021-03-28
VOC,Delta,B.1.617.2,0.005,2021-04-04
VOC,Delta,B.1.617.2,0.014,2021-04-11
VOC,Delta,B.1.617.2,0.031,2021-04-18
VOC,Delta,B.1.617.2,0.039,2021-04-25
VOC,Delta,B.1.617.2,0.036,2021-05-02
VOC,Delta,B.1.617.2,0.056,2021-05-09
VOC,Delta,B.1.617.2,0.058,2021-05-16
VOC,Delta,B.1.617.2,0.097,2021-05-23
VOC,Delta,B.1.617.2,0.086,2021-05-30
VOC,Delta,B.1.617.2,0.09,2021-06-06
VOC,Delta,B.1.617.2,0.127,2021-06-13
VOC,Delta,B.1.617.2,0.099,2021-06-20
VOC,Delta,B.1.617.2,0.153,2021-06-27
VOC,Delta,B.1.617.2,0.184,2021-07-04
VOC,Delta,B.1.617.2,0.191,2021-07-11
VOC,Delta,B.1.617.2,0.192,2021-07-18
VOC,Delta,B.1.617.2,0.167,2021-07-25
VOC,Delta,B.1.617.2,0.158,2021-08-01
VOC,Delta,B.1.617.2,0.14,2021-08-08
VOC,Delta,B.1.617.2,0.168,2021-08-15
VOC,Delta,B.1.617.2,0.192,2021-08-22
VOC,Delta,B.1.617.2,0.195,2021-08-29
VOC,Delta,B.1.617.2,0.196,2021-09-05
VOC,Delta,B.1.617.2,0.257,2021-09-12
VOC,Delta,B.1.617.2,0.269,2021-09-19
VOC,Delta,B.1.617.2,0.343,2021-09-26
VOC,Delta,Other Delta,0,2021-03-28
VOC,Delta,Other Delta,0,2021-04-04
VOC,Delta,Other Delta,0.001,2021-04-11
VOC,Delta,Other Delta,0.003,2021-04-18
VOC,Delta,Other Delta,0.005,2021-04-25
VOC,Delta,Other Delta,0.011,2021-05-02
VOC,Delta,Other Delta,0.014,2021-05-09
VOC,Delta,Other Delta,0.024,2021-05-16
VOC,Delta,Other Delta,0.021,2021-05-23
VOC,Delta,Other Delta,0.025,2021-05-30
VOC,Delta,Other Delta,0.037,2021-06-06
VOC,Delta,Other Delta,0.046,2021-06-13
VOC,Delta,Other Delta,0.064,2021-06-20
VOC,Delta,Other Delta,0.064,2021-06-27
VOC,Delta,Other Delta,0.097,2021-07-04
VOC,Delta,Other Delta,0.125,2021-07-11
VOC,Delta,Other Delta,0.076,2021-07-18
VOC,Delta,Other Delta,0.07,2021-07-25
VOC,Delta,Other Delta,0.078,2021-08-01
VOC,Delta,Other Delta,0.048,2021-08-08
VOC,Delta,Other Delta,0.035,2021-08-15
VOC,Delta,Other Delta,0.025,2021-08-22
VOC,Delta,Other Delta,0.024,2021-08-29
VOC,Delta,Other Delta,0.02,2021-09-05
VOC,Delta,Other Delta,0.018,2021-09-12
VOC,Delta,Other Delta,0.029,2021-09-19
VOC,Delta,Other Delta,0.042,2021-09-26
VOC,Gamma,P.1,0.001,2021-01-10
VOC,Gamma,P.1,0.003,2021-01-31
VOC,Gamma,P.1,0.007,2021-02-07
VOC,Gamma,P.1,0.016,2021-02-14
VOC,Gamma,P.1,0.027,2021-02-21
VOC,Gamma,P.1,0.032,2021-02-28
VOC,Gamma,P.1,0.061,2021-03-07
VOC,Gamma,P.1,0.098,2021-03-14
VOC,Gamma,P.1,0.195,2021-03-21
VOC,Gamma,P.1,0.255,2021-03-28
VOC,Gamma,P.1,0.277,2021-04-04
VOC,Gamma,P.1,0.257,2021-04-11
VOC,Gamma,P.1,0.196,2021-04-18
VOC,Gamma,P.1,0.239,2021-04-25
VOC,Gamma,P.1,0.219,2021-05-02
VOC,Gamma,P.1,0.231,2021-05-09
VOC,Gamma,P.1,0.261,2021-05-16
VOC,Gamma,P.1,0.215,2021-05-23
VOC,Gamma,P.1,0.201,2021-05-30
VOC,Gamma,P.1,0.135,2021-06-06
VOC,Gamma,P.1,0.115,2021-06-13
VOC,Gamma,P.1,0.081,2021-06-20
VOC,Gamma,P.1,0.106,2021-06-27
VOC,Gamma,P.1,0.102,2021-07-04
VOC,Gamma,P.1,0.089,2021-07-11
VOC,Gamma,P.1,0.047,2021-07-18
VOC,Gamma,P.1,0.02,2021-07-25
VOC,Gamma,P.1,0.011,2021-08-01
VOC,Gamma,P.1,0.006,2021-08-08
VOC,Gamma,P.1,0.004,2021-08-15
